# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Jun 25 09:39:08 2026
#
# User preference: *
#
# CONSTRAINT:  where (soltype like '%confirmed%'
# CONSTRAINT:  and pl_controv_flag = 0
# CONSTRAINT:  and pl_radj > 0
# CONSTRAINT:  and pl_bmassj > 0)
# CONSTRAINT:  order by pl_bmassj desc
#
# COLUMN pl_name:        Planet Name
# COLUMN sy_snum:        Number of Stars
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
#
pl_name,sy_snum,discoverymethod,disc_year,soltype,pl_controv_flag,pl_radj,pl_bmassj
WASP-130 b,1,Transit,2016,Published Confirmed,0,0.89000000,1.23000000
WASP-119 b,1,Transit,2016,Published Confirmed,0,1.40000000,1.23000000
OGLE-TR-113 b,1,Transit,2004,Published Confirmed,0,1.08800000,1.23000000
CoRoT-1 b,1,Transit,2008,Published Confirmed,0,1.71500000,1.23000000
HATS-35 b,1,Transit,2016,Published Confirmed,0,1.46400000,1.22200000
WASP-64 b,2,Transit,2012,Published Confirmed,0,1.27100000,1.22100000
WASP-138 b,1,Transit,2016,Published Confirmed,0,1.09000000,1.22000000
TOI-163 b,1,Transit,2019,Published Confirmed,0,1.48900000,1.22000000
TOI-1601 b,1,Transit,2021,Published Confirmed,0,1.26675420,1.21763817
WASP-4 b,1,Transit,2007,Published Confirmed,0,1.33000000,1.21600000
TrES-2 b,2,Transit,2006,Published Confirmed,0,1.22400000,1.21200000
WASP-47 b,1,Transit,2012,Published Confirmed,0,1.15000000,1.21000000
TrES-2 b,2,Transit,2006,Published Confirmed,0,1.19300000,1.20600000
WASP-95 b,1,Transit,2014,Published Confirmed,0,1.21000000,1.20400000
TrES-2 b,2,Transit,2006,Published Confirmed,0,1.18700000,1.20200000
WASP-4 b,1,Transit,2007,Published Confirmed,0,1.34900000,1.20000000
TrES-2 b,2,Transit,2006,Published Confirmed,0,1.22400000,1.20000000
TOI-837 b,1,Transit,2020,Published Confirmed,0,0.77000000,1.20000000
KOI-351 h,1,Transit,2013,Published Confirmed,0,1.01000000,1.20000000
HAT-P-37 b,1,Transit,2011,Published Confirmed,0,1.17800000,1.20000000
TrES-2 b,2,Transit,2006,Published Confirmed,0,1.27200000,1.19900000
TrES-2 b,2,Transit,2006,Published Confirmed,0,1.22000000,1.19800000
TrES-2 b,2,Transit,2006,Published Confirmed,0,1.22000000,1.19800000
TrES-2 b,2,Transit,2006,Published Confirmed,0,1.16900000,1.19800000
TrES-2 b,2,Transit,2006,Published Confirmed,0,1.22200000,1.19800000
WASP-4 b,1,Transit,2007,Published Confirmed,0,1.38460000,1.19740000
TrES-2 b,2,Transit,2006,Published Confirmed,0,1.24700000,1.19700000
KELT-14 b,1,Transit,2016,Published Confirmed,0,1.52000000,1.19600000
HIP 94235 b,2,Transit,2022,Published Confirmed,0,0.26764253,1.19246736
HATS-33 b,1,Transit,2016,Published Confirmed,0,1.23000000,1.19200000
XO-5 b,1,Transit,2008,Published Confirmed,0,1.14000000,1.19000000
TOI-3160 A b,2,Transit,2025,Published Confirmed,0,1.22800000,1.19000000
Qatar-9 b,1,Transit,2019,Published Confirmed,0,1.00900000,1.19000000
OGLE-TR-132 b,1,Transit,2004,Published Confirmed,0,1.43000000,1.19000000
HAT-P-41 b,2,Transit,2012,Published Confirmed,0,2.05000000,1.19000000
HAT-P-37 b,1,Transit,2011,Published Confirmed,0,1.23100000,1.19000000
TOI-1181 b,1,Transit,2022,Published Confirmed,0,1.44496987,1.18617465
WASP-4 b,1,Transit,2007,Published Confirmed,0,1.32100000,1.18600000
WASP-121 b,1,Transit,2016,Published Confirmed,0,1.86500000,1.18300000
WASP-4 b,1,Transit,2007,Published Confirmed,0,1.33000000,1.18000000
TOI-3540 A b,2,Transit,2022,Published Confirmed,0,2.10000000,1.18000000
TOI-157 b,1,Transit,2020,Published Confirmed,0,1.28600000,1.18000000
TOI-1181 b,1,Transit,2022,Published Confirmed,0,1.30000000,1.18000000
OGLE-TR-56 b,1,Transit,2002,Published Confirmed,0,1.24608000,1.18000000
OGLE-TR-132 b,1,Transit,2004,Published Confirmed,0,1.20000000,1.18000000
KELT-18 b,2,Transit,2017,Published Confirmed,0,1.57000000,1.18000000
TOI-1181 b,1,Transit,2022,Published Confirmed,0,1.51900000,1.17900000
WASP-47 b,1,Transit,2012,Published Confirmed,0,1.14729433,1.17673560
WASP-194 b,1,Transit,2025,Published Confirmed,0,1.38100000,1.17400000
WASP-82 b,1,Transit,2015,Published Confirmed,0,1.62000000,1.17000000
WASP-4 b,1,Transit,2007,Published Confirmed,0,1.33000000,1.17000000
WASP-33 b,2,Transit,2010,Published Confirmed,0,1.60000000,1.17000000
WASP-121 b,1,Transit,2016,Published Confirmed,0,1.74200000,1.17000000
TOI-6016 b,1,Transit,2024,Published Confirmed,0,1.22000000,1.17000000
OGLE-TR-132 b,1,Transit,2004,Published Confirmed,0,1.25000000,1.17000000
OGLE-TR-132 b,1,Transit,2004,Published Confirmed,0,1.22900000,1.17000000
HD 2685 b,1,Transit,2019,Published Confirmed,0,1.44000000,1.17000000
HAT-P-37 b,1,Transit,2011,Published Confirmed,0,1.17800000,1.16900000
WASP-19 b,1,Transit,2009,Published Confirmed,0,1.38600000,1.16800000
HD 189733 b,2,Radial Velocity,2005,Published Confirmed,0,1.11900000,1.16600000
WASP-19 b,1,Transit,2009,Published Confirmed,0,1.37600000,1.16500000
WASP-47 b,1,Transit,2012,Published Confirmed,0,1.13391025,1.16414435
HD 189733 b,2,Radial Velocity,2005,Published Confirmed,0,1.21600000,1.16200000
WASP-133 b,1,Transit,2016,Published Confirmed,0,1.21000000,1.16000000
V1298 Tau e,3,Transit,2019,Published Confirmed,0,0.73500000,1.16000000
TOI-2969 b,1,Transit,2025,Published Confirmed,0,1.10000000,1.16000000
WASP-19 b,1,Transit,2009,Published Confirmed,0,1.31000000,1.15700000
WASP-121 b,1,Transit,2016,Published Confirmed,0,1.75300000,1.15700000
CoRoT-19 b,1,Transit,2011,Published Confirmed,0,1.29000000,1.15500000
WASP-19 b,1,Transit,2009,Published Confirmed,0,1.41500000,1.15400000
XO-5 b,1,Transit,2008,Published Confirmed,0,1.15000000,1.15000000
TOI-4153 b,1,Transit,2024,Published Confirmed,0,1.43800000,1.15000000
HD 189733 b,2,Radial Velocity,2005,Published Confirmed,0,1.26000000,1.15000000
HD 189733 b,2,Radial Velocity,2005,Published Confirmed,0,1.15100000,1.15000000
WASP-47 b,1,Transit,2012,Published Confirmed,0,1.12766721,1.14401354
HD 189733 b,2,Radial Velocity,2005,Published Confirmed,0,1.13800000,1.14400000
WASP-47 b,1,Transit,2012,Published Confirmed,0,1.12677313,1.14243463
WASP-47 b,1,Transit,2012,Published Confirmed,0,1.15000000,1.14000000
WASP-19 b,1,Transit,2009,Published Confirmed,0,1.41000000,1.14000000
OGLE-TR-132 b,1,Transit,2004,Published Confirmed,0,1.18000000,1.14000000
HD 189733 b,2,Radial Velocity,2005,Published Confirmed,0,1.14000000,1.14000000
WASP-19 b,1,Transit,2009,Published Confirmed,0,1.41000000,1.13900000
TOI-1855 b,1,Transit,2024,Published Confirmed,0,1.65000000,1.13300000
WASP-95 b,1,Transit,2014,Published Confirmed,0,1.21000000,1.13000000
OGLE-TR-10 b,1,Transit,2004,Published Confirmed,0,1.25000000,1.13000000
HD 189733 b,2,Radial Velocity,2005,Published Confirmed,0,1.13000000,1.13000000
CoRoT-1 b,1,Transit,2008,Published Confirmed,0,1.48000000,1.13000000
WASP-47 b,1,Transit,2012,Published Confirmed,0,1.09296290,1.12324761
HD 189733 b,2,Radial Velocity,2005,Published Confirmed,0,1.13800000,1.12300000
WTS-2 b,1,Transit,2014,Published Confirmed,0,1.36300000,1.12000000
NGTS-31 b,1,Transit,2025,Published Confirmed,0,1.61000000,1.12000000
WASP-19 b,1,Transit,2009,Published Confirmed,0,1.39500000,1.11400000
TOI-4379 b,1,Transit,2024,Published Confirmed,0,1.48900000,1.11300000
WASP-78 b,1,Transit,2012,Published Confirmed,0,1.93000000,1.11000000
TOI-3819 b,1,Transit,2023,Published Confirmed,0,1.17200000,1.11000000
K2-34 b,1,Transit,2016,Published Confirmed,0,1.07000000,1.11000000
CoRoT-19 b,1,Transit,2011,Published Confirmed,0,1.29000000,1.11000000
WASP-24 b,3,Transit,2010,Published Confirmed,0,1.30300000,1.10900000
HAT-P-6 b,1,Transit,2007,Published Confirmed,0,1.33000000,1.10600000
TOI-858 B b,2,Transit,2023,Published Confirmed,0,1.25500000,1.10000000
Kepler-418 b,1,Transit,2014,Published Confirmed,0,1.20000000,1.10000000
Kepler-418 b,1,Transit,2014,Published Confirmed,0,1.20000000,1.10000000
KOI-12 b,1,Transit,2015,Published Confirmed,0,1.23000000,1.10000000
K2-97 b,1,Transit,2016,Published Confirmed,0,1.31000000,1.10000000
HD 189733 b,2,Radial Velocity,2005,Published Confirmed,0,1.10000000,1.10000000
HATS-3 b,1,Transit,2013,Published Confirmed,0,1.38100000,1.10000000
CoRoT-35 b,1,Transit,2022,Published Confirmed,0,1.68000000,1.10000000
TIC 147027702 b,1,Transit,2026,Published Confirmed,0,0.97500000,1.09000000
Qatar-1 b,1,Transit,2010,Published Confirmed,0,1.16400000,1.09000000
KPS-1 b,1,Transit,2018,Published Confirmed,0,1.03000000,1.09000000
KOI-134 b,1,Transit,2025,Published Confirmed,0,1.07400000,1.09000000
CoRoT-19 b,1,Transit,2011,Published Confirmed,0,1.19000000,1.09000000
XO-5 b,1,Transit,2008,Published Confirmed,0,1.08900000,1.08400000
WASP-171 b,1,Transit,2019,Published Confirmed,0,0.98000000,1.08400000
WASP-7 b,1,Transit,2008,Published Confirmed,0,1.36300000,1.08300000
WASP-68 b,2,Transit,2014,Published Confirmed,0,1.32000000,1.08000000
TOI-5205 b,1,Transit,2023,Published Confirmed,0,1.03000000,1.08000000
TOI-5205 b,1,Transit,2023,Published Confirmed,0,0.94000000,1.08000000
OGLE-TR-113 b,1,Transit,2004,Published Confirmed,0,1.09000000,1.08000000
Kepler-424 b,1,Transit,2014,Published Confirmed,0,0.89000000,1.07600000
WASP-75 b,2,Transit,2013,Published Confirmed,0,1.27000000,1.07300000
WASP-47 b,1,Transit,2012,Published Confirmed,0,1.13926309,1.07290061
WASP-24 b,3,Transit,2010,Published Confirmed,0,1.30000000,1.07100000
HATS-3 b,1,Transit,2013,Published Confirmed,0,1.38100000,1.07100000
HATS-3 b,1,Transit,2013,Published Confirmed,0,1.38100000,1.07100000
HATS-14 b,1,Transit,2015,Published Confirmed,0,1.03900000,1.07100000
WASP-75 b,2,Transit,2013,Published Confirmed,0,1.27000000,1.07000000
OGLE-TR-182 b,1,Transit,2007,Published Confirmed,0,1.47000000,1.07000000
HATS-14 b,1,Transit,2015,Published Confirmed,0,1.04000000,1.07000000
CoRoT-1 b,1,Transit,2008,Published Confirmed,0,1.42000000,1.07000000
WASP-19 b,1,Transit,2009,Published Confirmed,0,1.39200000,1.06900000
HATS-14 b,1,Transit,2015,Published Confirmed,0,1.03900000,1.06900000
HAT-P-6 b,1,Transit,2007,Published Confirmed,0,1.39500000,1.06300000
WASP-24 b,3,Transit,2010,Published Confirmed,0,1.30000000,1.06000000
OGLE-TR-182 b,1,Transit,2007,Published Confirmed,0,1.47000000,1.06000000
HAT-P-5 b,1,Transit,2007,Published Confirmed,0,1.25200000,1.06000000
HAT-P-5 b,1,Transit,2007,Published Confirmed,0,1.25400000,1.06000000
HAT-P-5 b,1,Transit,2007,Published Confirmed,0,1.26000000,1.06000000
XO-5 b,1,Transit,2008,Published Confirmed,0,1.10900000,1.05900000
HAT-P-6 b,1,Transit,2007,Published Confirmed,0,1.33000000,1.05900000
TOI-1130 c,1,Transit,2020,Published Confirmed,0,1.15978431,1.05717423
HAT-P-61 b,1,Transit,2021,Published Confirmed,0,0.89900000,1.05700000
HAT-P-6 b,1,Transit,2007,Published Confirmed,0,1.33000000,1.05700000
HAT-P-35 b,3,Transit,2011,Published Confirmed,0,1.33200000,1.05600000
HAT-P-35 b,3,Transit,2011,Published Confirmed,0,1.33200000,1.05400000
TOI-6130 b,1,Transit,2024,Published Confirmed,0,1.28000000,1.05000000
XO-5 b,1,Transit,2008,Published Confirmed,0,1.10900000,1.04600000
HAT-P-42 b,1,Transit,2012,Published Confirmed,0,1.28000000,1.04400000
WASP-45 b,2,Transit,2011,Published Confirmed,0,1.14000000,1.04000000
TOI-6383 A b,2,Transit,2024,Published Confirmed,0,1.00800000,1.04000000
TOI-5181 A b,2,Transit,2025,Published Confirmed,0,1.19100000,1.04000000
TOI-3807 b,1,Transit,2023,Published Confirmed,0,1.65000000,1.04000000
WASP-26 b,2,Transit,2010,Published Confirmed,0,1.32000000,1.03800000
TOI-2169 A b,2,Transit,2025,Published Confirmed,0,1.11600000,1.03700000
WASP-48 b,1,Transit,2011,Published Confirmed,0,1.67000000,1.03100000
TOI-3135 b,1,Transit,2025,Published Confirmed,0,1.21800000,1.03000000
OGLE-TR-211 b,1,Transit,2007,Published Confirmed,0,1.36000000,1.03000000
Kepler-44 b,1,Transit,2011,Published Confirmed,0,1.20000000,1.03000000
Kepler-424 b,1,Transit,2014,Published Confirmed,0,0.89000000,1.03000000
HATS-58 A b,2,Transit,2019,Published Confirmed,0,1.09500000,1.03000000
CoRoT-1 b,1,Transit,2008,Published Confirmed,0,1.55100000,1.03000000
CoRoT-1 b,1,Transit,2008,Published Confirmed,0,1.49000000,1.03000000
WASP-26 b,2,Transit,2010,Published Confirmed,0,1.28100000,1.02800000
TOI-1130 c,1,Transit,2020,Published Confirmed,0,1.18833285,1.02473534
WASP-26 b,2,Transit,2010,Published Confirmed,0,1.32000000,1.02000000
WASP-26 b,2,Transit,2010,Published Confirmed,0,1.21600000,1.02000000
TOI-3693 b,1,Transit,2022,Published Confirmed,0,1.12400000,1.02000000
Kepler-87 b,1,Transit,2013,Published Confirmed,0,1.20400000,1.02000000
Kepler-44 b,1,Transit,2011,Published Confirmed,0,1.24000000,1.02000000
HAT-P-5 b,1,Transit,2007,Published Confirmed,0,1.25400000,1.02000000
K2-140 b,1,Transit,2017,Published Confirmed,0,1.09500000,1.01900000
HD 202772 A b,2,Transit,2019,Published Confirmed,0,1.62700000,1.01800000
HD 202772 A b,2,Transit,2019,Published Confirmed,0,1.54500000,1.01700000
V1298 Tau e,3,Transit,2019,Published Confirmed,0,0.89000000,1.01000000
OGLE-TR-182 b,1,Transit,2007,Published Confirmed,0,1.13000000,1.01000000
OGLE-TR-132 b,1,Transit,2004,Published Confirmed,0,1.15000000,1.01000000
Kepler-643 b,1,Transit,2016,Published Confirmed,0,1.14000000,1.01000000
Kepler-167 e,2,Transit,2016,Published Confirmed,0,0.90641605,1.01000000
K2-115 b,1,Transit,2017,Published Confirmed,0,1.05300000,1.01000000
WASP-45 b,2,Transit,2011,Published Confirmed,0,1.16000000,1.00700000
WASP-45 b,2,Transit,2011,Published Confirmed,0,1.16000000,1.00300000
WASP-45 b,2,Transit,2011,Published Confirmed,0,0.99200000,1.00200000
WASP-190 b,1,Transit,2019,Published Confirmed,0,1.15000000,1.00000000
WASP-129 b,2,Transit,2016,Published Confirmed,0,0.93000000,1.00000000
TOI-251 b,1,Transit,2021,Published Confirmed,0,0.24444643,1.00000000
Kepler-44 b,1,Transit,2011,Published Confirmed,0,1.09000000,1.00000000
WASP-149 b,1,Transit,2025,Published Confirmed,0,1.36000000,0.99100000
WASP-175 b,1,Transit,2019,Published Confirmed,0,1.20800000,0.99000000
TOI-1601 b,1,Transit,2021,Published Confirmed,0,1.23900000,0.99000000
WASP-48 b,1,Transit,2011,Published Confirmed,0,1.67000000,0.98400000
Kepler-44 b,1,Transit,2011,Published Confirmed,0,1.09000000,0.98100000
WASP-7 b,1,Transit,2008,Published Confirmed,0,1.37400000,0.98000000
WASP-48 b,1,Transit,2011,Published Confirmed,0,1.67000000,0.98000000
WASP-185 b,1,Transit,2019,Published Confirmed,0,1.25000000,0.98000000
WASP-1 b,2,Transit,2007,Published Confirmed,0,1.49300000,0.98000000
TOI-3688 A b,2,Transit,2023,Published Confirmed,0,1.16700000,0.98000000
HAT-P-5 b,1,Transit,2007,Published Confirmed,0,1.21000000,0.98000000
TOI-2202 b,1,Transit,2021,Published Confirmed,0,1.01000000,0.97800000
WASP-41 b,1,Transit,2011,Published Confirmed,0,1.17800000,0.97700000
TOI-2803 A b,2,Transit,2023,Published Confirmed,0,1.61600000,0.97500000
TOI-1130 c,1,Transit,2020,Published Confirmed,0,1.50000000,0.97400000
TOI-1811 b,1,Transit,2023,Published Confirmed,0,0.99400000,0.97200000
WASP-58 b,2,Transit,2012,Published Confirmed,0,1.43000000,0.97000000
TOI-4794 b,1,Transit,2025,Published Confirmed,0,1.28100000,0.97000000
TOI-1130 c,1,Transit,2020,Published Confirmed,0,1.50000000,0.97000000
Kepler-539 b,1,Transit,2016,Published Confirmed,0,0.74700000,0.97000000
K2-99 b,1,Transit,2016,Published Confirmed,0,1.29000000,0.97000000
WASP-45 b,2,Transit,2011,Published Confirmed,0,0.94600000,0.96400000
WASP-7 b,1,Transit,2008,Published Confirmed,0,0.91500000,0.96000000
WASP-7 b,1,Transit,2008,Published Confirmed,0,1.36300000,0.96000000
WASP-7 b,1,Transit,2008,Published Confirmed,0,1.33000000,0.96000000
NGTS-30 b,1,Transit,2024,Published Confirmed,0,0.92800000,0.96000000
HATS-64 b,1,Transit,2018,Published Confirmed,0,1.67900000,0.96000000
HATS-63 b,1,Transit,2018,Published Confirmed,0,1.20700000,0.96000000
WASP-68 b,2,Transit,2014,Published Confirmed,0,1.24000000,0.95700000
TOI-4377 b,1,Transit,2023,Published Confirmed,0,1.34800000,0.95700000
WASP-74 b,1,Transit,2015,Published Confirmed,0,1.56000000,0.95000000
WASP-68 b,2,Transit,2014,Published Confirmed,0,1.24000000,0.95000000
TOI-892 b,1,Transit,2020,Published Confirmed,0,1.07000000,0.95000000
TOI-892 b,1,Transit,2020,Published Confirmed,0,1.07000000,0.95000000
KELT-12 b,1,Transit,2017,Published Confirmed,0,1.78000000,0.95000000
WASP-1 b,2,Transit,2007,Published Confirmed,0,1.51400000,0.94800000
WASP-74 b,1,Transit,2015,Published Confirmed,0,1.56000000,0.94400000
Kepler-11 g,1,Transit,2010,Published Confirmed,0,0.32700000,0.94400000
WASP-41 b,1,Transit,2011,Published Confirmed,0,1.20000000,0.94100000
Kepler-412 b,1,Transit,2014,Published Confirmed,0,1.34100000,0.94100000
HATS-34 b,1,Transit,2016,Published Confirmed,0,1.43000000,0.94100000
WASP-41 b,1,Transit,2011,Published Confirmed,0,1.18000000,0.94000000
TOI-2193 A b,2,Transit,2022,Published Confirmed,0,1.77000000,0.94000000
Kepler-849 b,1,Transit,2016,Published Confirmed,0,0.72100000,0.94000000
Kepler-412 b,1,Transit,2014,Published Confirmed,0,1.32500000,0.93900000
KELT-23 A b,2,Transit,2019,Published Confirmed,0,1.32300000,0.93800000
WASP-2 b,2,Transit,2007,Published Confirmed,0,1.08100000,0.93100000
NGTS-8 b,1,Transit,2019,Published Confirmed,0,1.09000000,0.93000000
K2-140 b,1,Transit,2017,Published Confirmed,0,1.21000000,0.93000000
WASP-28 b,1,Transit,2014,Published Confirmed,0,1.25000000,0.92700000
TOI-2420 b,1,Transit,2024,Published Confirmed,0,1.34000000,0.92700000
Kepler-412 b,1,Transit,2014,Published Confirmed,0,1.32500000,0.92700000
WASP-2 b,2,Transit,2007,Published Confirmed,0,1.07100000,0.92500000
TrES-4 b,2,Transit,2007,Published Confirmed,0,1.78300000,0.92500000
XO-1 b,1,Transit,2006,Published Confirmed,0,1.20600000,0.92400000
WASP-98 b,2,Transit,2014,Published Confirmed,0,1.14400000,0.92200000
HATS-55 b,1,Transit,2019,Published Confirmed,0,1.25100000,0.92100000
XO-1 b,1,Transit,2006,Published Confirmed,0,1.21000000,0.92000000
WASP-76 b,2,Transit,2016,Published Confirmed,0,1.83000000,0.92000000
WASP-41 b,1,Transit,2011,Published Confirmed,0,1.20000000,0.92000000
TrES-4 b,2,Transit,2007,Published Confirmed,0,1.75100000,0.92000000
TOI-2154 b,1,Transit,2023,Published Confirmed,0,1.45300000,0.92000000
HATS-32 b,1,Transit,2016,Published Confirmed,0,1.24900000,0.92000000
HAT-P-33 b,2,Transit,2011,Published Confirmed,0,1.85000000,0.92000000
TrES-4 b,2,Transit,2007,Published Confirmed,0,1.79900000,0.91900000
XO-1 b,1,Transit,2006,Published Confirmed,0,1.20600000,0.91800000
WASP-1 b,2,Transit,2007,Published Confirmed,0,1.51400000,0.91800000
WASP-1 b,2,Transit,2007,Published Confirmed,0,1.51400000,0.91800000
TrES-4 b,2,Transit,2007,Published Confirmed,0,1.70600000,0.91700000
CoRoT-12 b,1,Transit,2010,Published Confirmed,0,1.44000000,0.91700000
WASP-2 b,2,Transit,2007,Published Confirmed,0,1.07100000,0.91500000
CoRoT-12 b,1,Transit,2010,Published Confirmed,0,1.44000000,0.91500000
WASP-2 b,2,Transit,2007,Published Confirmed,0,1.11700000,0.91400000
XO-1 b,1,Transit,2006,Published Confirmed,0,1.20600000,0.91300000
WASP-76 b,2,Transit,2016,Published Confirmed,0,1.84500000,0.91000000
KELT-15 b,2,Transit,2016,Published Confirmed,0,1.44300000,0.91000000
WASP-16 b,1,Transit,2009,Published Confirmed,0,1.00800000,0.90800000
WASP-48 b,1,Transit,2011,Published Confirmed,0,1.39600000,0.90700000
WASP-28 b,1,Transit,2014,Published Confirmed,0,1.21300000,0.90700000
WASP-28 b,1,Transit,2014,Published Confirmed,0,1.21300000,0.90600000
HAT-P-13 b,1,Transit,2009,Published Confirmed,0,1.48700000,0.90600000
HAT-P-13 b,1,Transit,2009,Published Confirmed,0,1.48700000,0.90600000
TOI-2202 b,1,Transit,2021,Published Confirmed,0,0.97700000,0.90400000
K2-99 b,1,Transit,2016,Published Confirmed,0,1.10357938,0.90300298
Kepler-56 c,1,Transit,2012,Published Confirmed,0,0.87400000,0.90200000
KELT-4 A b,3,Transit,2016,Published Confirmed,0,1.69900000,0.90200000
XO-1 b,1,Transit,2006,Published Confirmed,0,1.30000000,0.90000000
XO-1 b,1,Transit,2006,Published Confirmed,0,1.18400000,0.90000000
WASP-79 b,1,Transit,2012,Published Confirmed,0,2.09000000,0.90000000
WASP-180 A b,2,Transit,2019,Published Confirmed,0,1.24000000,0.90000000
OGLE-TR-56 b,1,Transit,2002,Published Confirmed,0,1.30000000,0.90000000
KELT-4 A b,3,Transit,2016,Published Confirmed,0,1.70000000,0.90000000
WASP-58 b,2,Transit,2012,Published Confirmed,0,1.37000000,0.89900000
WASP-28 b,1,Transit,2014,Published Confirmed,0,1.35400000,0.89900000
WASP-123 b,2,Transit,2016,Published Confirmed,0,1.31800000,0.89900000
TOI-5592 b,1,Transit,2025,Published Confirmed,0,1.53000000,0.89900000
HAT-P-13 b,1,Transit,2009,Published Confirmed,0,1.48700000,0.89900000
TrES-4 b,2,Transit,2007,Published Confirmed,0,1.73500000,0.89700000
WASP-76 b,2,Transit,2016,Published Confirmed,0,1.85400000,0.89400000
WASP-108 b,1,Transit,2020,Published Confirmed,0,1.28400000,0.89200000
HAT-P-45 b,1,Transit,2014,Published Confirmed,0,1.42600000,0.89200000
WASP-78 b,1,Transit,2012,Published Confirmed,0,1.70000000,0.89000000
WASP-58 b,2,Transit,2012,Published Confirmed,0,1.37000000,0.89000000
WASP-145 A b,2,Transit,2018,Published Confirmed,0,0.90000000,0.89000000
WASP-1 b,2,Transit,2007,Published Confirmed,0,1.93000000,0.89000000
WASP-44 b,1,Transit,2011,Published Confirmed,0,1.14000000,0.88900000
WASP-28 b,1,Transit,2014,Published Confirmed,0,1.21900000,0.88900000
CoRoT-12 b,1,Transit,2010,Published Confirmed,0,1.35000000,0.88700000
Kepler-46 b,1,Transit,2012,Published Confirmed,0,0.81000000,0.88500000
WASP-23 b,1,Transit,2010,Published Confirmed,0,0.96200000,0.88400000
HAT-P-13 b,1,Transit,2009,Published Confirmed,0,1.28100000,0.88300000
WASP-2 b,2,Transit,2007,Published Confirmed,0,0.95500000,0.88000000
WASP-2 b,2,Transit,2007,Published Confirmed,0,1.06300000,0.88000000
TOI-640 b,1,Transit,2021,Published Confirmed,0,1.77100000,0.88000000
TOI-3894 b,1,Transit,2024,Published Confirmed,0,1.35200000,0.88000000
TOI-1478 b,1,Transit,2021,Published Confirmed,0,1.07000000,0.88000000
Kepler-91 b,1,Transit,2013,Published Confirmed,0,1.38400000,0.88000000
HATS-31 b,1,Transit,2016,Published Confirmed,0,1.64000000,0.88000000
HAT-P-42 b,1,Transit,2012,Published Confirmed,0,1.28000000,0.88000000
HAT-P-29 b,2,Transit,2011,Published Confirmed,0,1.17000000,0.88000000
WASP-23 b,1,Transit,2010,Published Confirmed,0,0.96200000,0.87900000
WASP-44 b,1,Transit,2011,Published Confirmed,0,1.14000000,0.87800000
TrES-4 b,2,Transit,2007,Published Confirmed,0,1.81000000,0.87700000
TOI-2295 b,1,Transit,2024,Published Confirmed,0,1.47000000,0.87500000
CoRoT-12 b,1,Transit,2010,Published Confirmed,0,1.34400000,0.87300000
WASP-155 b,1,Transit,2025,Published Confirmed,0,1.20000000,0.87100000
WASP-76 b,2,Transit,2016,Published Confirmed,0,1.73000000,0.87000000
WASP-44 b,1,Transit,2011,Published Confirmed,0,1.10000000,0.87000000
K2-99 b,1,Transit,2016,Published Confirmed,0,1.06000000,0.87000000
WASP-44 b,1,Transit,2011,Published Confirmed,0,1.00200000,0.86900000
WASP-44 b,1,Transit,2011,Published Confirmed,0,0.98000000,0.86700000
KELT-8 b,1,Transit,2015,Published Confirmed,0,1.86000000,0.86700000
WASP-2 b,2,Transit,2007,Published Confirmed,0,1.07700000,0.86600000
WASP-59 b,1,Transit,2012,Published Confirmed,0,0.77500000,0.86300000
WASP-59 b,1,Transit,2012,Published Confirmed,0,0.77500000,0.86300000
WASP-78 b,1,Transit,2012,Published Confirmed,0,2.06000000,0.86000000
WASP-1 b,2,Transit,2007,Published Confirmed,0,1.48400000,0.86000000
K2-238 b,1,Transit,2018,Published Confirmed,0,1.30000000,0.86000000
HAT-P-45 b,1,Transit,2014,Published Confirmed,0,1.42600000,0.86000000
HAT-P-32 b,2,Transit,2011,Published Confirmed,0,1.79600000,0.86000000
HAT-P-32 b,2,Transit,2011,Published Confirmed,0,1.78900000,0.86000000
KELT-8 b,1,Transit,2015,Published Confirmed,0,1.86000000,0.85800000
WASP-59 b,1,Transit,2012,Published Confirmed,0,0.77500000,0.85700000
WASP-176 b,1,Transit,2020,Published Confirmed,0,1.50500000,0.85500000
WASP-16 b,1,Transit,2009,Published Confirmed,0,1.00800000,0.85500000
WASP-1 b,2,Transit,2007,Published Confirmed,0,1.48300000,0.85400000
HAT-P-13 b,1,Transit,2009,Published Confirmed,0,1.27100000,0.85300000
TOI-1478 b,1,Transit,2021,Published Confirmed,0,1.06000000,0.85100000
HAT-P-13 b,1,Transit,2009,Published Confirmed,0,1.27200000,0.85100000
WASP-79 b,1,Transit,2012,Published Confirmed,0,1.53000000,0.85000000
WASP-79 b,1,Transit,2012,Published Confirmed,0,1.53000000,0.85000000
WASP-79 b,1,Transit,2012,Published Confirmed,0,1.67000000,0.85000000
WASP-41 b,1,Transit,2011,Published Confirmed,0,1.10000000,0.85000000
WASP-26 b,2,Transit,2010,Published Confirmed,0,1.21000000,0.85000000
TOI-5340 b,1,Transit,2025,Published Confirmed,0,1.34500000,0.85000000
