# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Jul  1 07:19:05 2026
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN soltype:        Solution Type
# COLUMN sy_snum:        Number of Stars
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN st_spectype:    Spectral Type
#
pl_name,hostname,soltype,sy_snum,pl_controv_flag,st_spectype
Kepler-755 c,Kepler-755,Published Confirmed,2,0,
Kepler-755 c,Kepler-755,Published Candidate,2,0,
Kepler-755 c,Kepler-755,Published Confirmed,2,0,
Kepler-756 b,Kepler-756,Kepler Project Candidate (q1_q17_dr25_sup_koi),1,0,
Kepler-756 b,Kepler-756,Kepler Project Candidate (q1_q16_koi),1,0,
Kepler-756 b,Kepler-756,Kepler Project Candidate (q1_q17_dr24_koi),1,0,
Kepler-756 b,Kepler-756,Published Confirmed,1,0,
Kepler-756 b,Kepler-756,Kepler Project Candidate (q1_q17_dr25_koi),1,0,
Kepler-756 b,Kepler-756,Kepler Project Candidate (q1_q12_koi),1,0,
Kepler-756 b,Kepler-756,Published Confirmed,1,0,
Kepler-756 b,Kepler-756,Kepler Project Candidate (q1_q8_koi),1,0,
Kepler-757 b,Kepler-757,Kepler Project Candidate (q1_q12_koi),1,0,
Kepler-757 b,Kepler-757,Kepler Project Candidate (q1_q17_dr24_koi),1,0,
Kepler-757 b,Kepler-757,Published Confirmed,1,0,
Kepler-757 b,Kepler-757,Kepler Project Candidate (q1_q16_koi),1,0,
Kepler-757 b,Kepler-757,Kepler Project Candidate (q1_q17_dr25_sup_koi),1,0,
Kepler-757 b,Kepler-757,Kepler Project Candidate (q1_q17_dr25_koi),1,0,
Kepler-757 b,Kepler-757,Published Confirmed,1,0,
Kepler-757 b,Kepler-757,Published Confirmed,1,0,
Kepler-757 b,Kepler-757,Kepler Project Candidate (q1_q8_koi),1,0,
Kepler-758 b,Kepler-758,Kepler Project Candidate (q1_q8_koi),1,0,
Kepler-758 b,Kepler-758,Published Confirmed,1,0,
Kepler-758 b,Kepler-758,Kepler Project Candidate (q1_q17_dr24_koi),1,0,
Kepler-758 b,Kepler-758,Published Candidate,1,0,
Kepler-758 b,Kepler-758,Kepler Project Candidate (q1_q17_dr25_sup_koi),1,0,
Kepler-758 b,Kepler-758,Kepler Project Candidate (q1_q16_koi),1,0,
Kepler-758 b,Kepler-758,Published Confirmed,1,0,
Kepler-758 b,Kepler-758,Kepler Project Candidate (q1_q17_dr25_koi),1,0,
Kepler-758 b,Kepler-758,Kepler Project Candidate (q1_q12_koi),1,0,
Kepler-758 b,Kepler-758,Published Confirmed,1,0,
Kepler-758 c,Kepler-758,Kepler Project Candidate (q1_q8_koi),1,0,
Kepler-758 c,Kepler-758,Kepler Project Candidate (q1_q17_dr25_koi),1,0,
Kepler-758 c,Kepler-758,Published Confirmed,1,0,
Kepler-758 c,Kepler-758,Published Candidate,1,0,
Kepler-758 c,Kepler-758,Kepler Project Candidate (q1_q12_koi),1,0,
Kepler-758 c,Kepler-758,Kepler Project Candidate (q1_q17_dr24_koi),1,0,
Kepler-758 c,Kepler-758,Published Confirmed,1,0,
Kepler-758 c,Kepler-758,Kepler Project Candidate (q1_q16_koi),1,0,
Kepler-758 c,Kepler-758,Kepler Project Candidate (q1_q17_dr25_sup_koi),1,0,
Kepler-758 c,Kepler-758,Published Confirmed,1,0,
Kepler-758 d,Kepler-758,Kepler Project Candidate (q1_q17_dr25_koi),1,0,
Kepler-758 d,Kepler-758,Kepler Project Candidate (q1_q12_koi),1,0,
Kepler-758 d,Kepler-758,Kepler Project Candidate (q1_q17_dr24_koi),1,0,
Kepler-758 d,Kepler-758,Kepler Project Candidate (q1_q16_koi),1,0,
Kepler-758 d,Kepler-758,Published Confirmed,1,0,
Kepler-758 d,Kepler-758,Published Candidate,1,0,
Kepler-758 d,Kepler-758,Published Confirmed,1,0,
Kepler-758 d,Kepler-758,Kepler Project Candidate (q1_q8_koi),1,0,
Kepler-758 d,Kepler-758,Kepler Project Candidate (q1_q17_dr25_sup_koi),1,0,
Kepler-758 d,Kepler-758,Published Confirmed,1,0,
Kepler-758 e,Kepler-758,Kepler Project Candidate (q1_q16_koi),1,0,
Kepler-758 e,Kepler-758,Kepler Project Candidate (q1_q17_dr25_sup_koi),1,0,
Kepler-758 e,Kepler-758,Kepler Project Candidate (q1_q17_dr24_koi),1,0,
Kepler-758 e,Kepler-758,Published Confirmed,1,0,
Kepler-758 e,Kepler-758,Kepler Project Candidate (q1_q12_koi),1,0,
Kepler-758 e,Kepler-758,Published Confirmed,1,0,
Kepler-758 e,Kepler-758,Kepler Project Candidate (q1_q17_dr25_koi),1,0,
Kepler-758 e,Kepler-758,Kepler Project Candidate (q1_q8_koi),1,0,
Kepler-758 e,Kepler-758,Published Confirmed,1,0,
Kepler-758 e,Kepler-758,Published Candidate,1,0,
Kepler-759 b,Kepler-759,Kepler Project Candidate (q1_q17_dr25_sup_koi),1,0,
Kepler-759 b,Kepler-759,Kepler Project Candidate (q1_q16_koi),1,0,
Kepler-759 b,Kepler-759,Published Confirmed,1,0,
Kepler-759 b,Kepler-759,Published Confirmed,1,0,
Kepler-759 b,Kepler-759,Kepler Project Candidate (q1_q17_dr25_koi),1,0,
Kepler-759 b,Kepler-759,Kepler Project Candidate (q1_q12_koi),1,0,
Kepler-759 b,Kepler-759,Kepler Project Candidate (q1_q17_dr24_koi),1,0,
Kepler-759 b,Kepler-759,Published Confirmed,1,0,
Kepler-759 b,Kepler-759,Kepler Project Candidate (q1_q8_koi),1,0,
Kepler-76 b,Kepler-76,Kepler Project Candidate (q1_q17_dr25_koi),1,0,
Kepler-76 b,Kepler-76,Kepler Project Candidate (q1_q17_dr25_sup_koi),1,0,
Kepler-76 b,Kepler-76,Published Confirmed,1,0,
Kepler-76 b,Kepler-76,Kepler Project Candidate (q1_q12_koi),1,0,
Kepler-76 b,Kepler-76,Published Confirmed,1,0,
Kepler-76 b,Kepler-76,Kepler Project Candidate (q1_q8_koi),1,0,
Kepler-76 b,Kepler-76,Published Confirmed,1,0,F
Kepler-76 b,Kepler-76,Published Confirmed,1,0,
Kepler-76 b,Kepler-76,Kepler Project Candidate (q1_q16_koi),1,0,
Kepler-76 b,Kepler-76,Kepler Project Candidate (q1_q17_dr24_koi),1,0,
Kepler-76 b,Kepler-76,Published Confirmed,1,0,
Kepler-76 b,Kepler-76,TESS Project Candidate,1,0,
Kepler-76 b,Kepler-76,Published Confirmed,1,0,F
Kepler-760 b,Kepler-760,Kepler Project Candidate (q1_q8_koi),1,0,
Kepler-760 b,Kepler-760,Published Confirmed,1,0,
Kepler-760 b,Kepler-760,Published Confirmed,1,0,
Kepler-760 b,Kepler-760,Published Candidate,1,0,
Kepler-760 b,Kepler-760,Published Confirmed,1,0,
Kepler-760 b,Kepler-760,Kepler Project Candidate (q1_q17_dr25_sup_koi),1,0,
Kepler-760 b,Kepler-760,Kepler Project Candidate (q1_q16_koi),1,0,
Kepler-760 b,Kepler-760,Kepler Project Candidate (q1_q12_koi),1,0,
Kepler-760 b,Kepler-760,Kepler Project Candidate (q1_q17_dr25_koi),1,0,
Kepler-760 b,Kepler-760,Published Confirmed,1,0,
Kepler-760 b,Kepler-760,Kepler Project Candidate (q1_q17_dr24_koi),1,0,
Kepler-760 c,Kepler-760,Kepler Project Candidate (q1_q8_koi),1,0,
Kepler-760 c,Kepler-760,Kepler Project Candidate (q1_q17_dr25_sup_koi),1,0,
Kepler-760 c,Kepler-760,Kepler Project Candidate (q1_q16_koi),1,0,
Kepler-760 c,Kepler-760,Kepler Project Candidate (q1_q12_koi),1,0,
Kepler-760 c,Kepler-760,Published Confirmed,1,0,
Kepler-760 c,Kepler-760,Published Candidate,1,0,
Kepler-760 c,Kepler-760,Published Confirmed,1,0,
Kepler-760 c,Kepler-760,Published Confirmed,1,0,
Kepler-760 c,Kepler-760,Kepler Project Candidate (q1_q17_dr25_koi),1,0,
Kepler-760 c,Kepler-760,Kepler Project Candidate (q1_q17_dr24_koi),1,0,
Kepler-761 b,Kepler-761,Published Confirmed,1,0,
Kepler-761 b,Kepler-761,Kepler Project Candidate (q1_q12_koi),1,0,
Kepler-761 b,Kepler-761,Kepler Project Candidate (q1_q16_koi),1,0,
Kepler-761 b,Kepler-761,Published Confirmed,1,0,
Kepler-761 b,Kepler-761,Kepler Project Candidate (q1_q17_dr24_koi),1,0,
Kepler-761 b,Kepler-761,Kepler Project Candidate (q1_q17_dr25_sup_koi),1,0,
Kepler-761 b,Kepler-761,Kepler Project Candidate (q1_q17_dr25_koi),1,0,
Kepler-761 b,Kepler-761,Kepler Project Candidate (q1_q8_koi),1,0,
Kepler-761 b,Kepler-761,Published Confirmed,1,0,
Kepler-761 b,Kepler-761,Published Confirmed,1,0,
Kepler-762 b,Kepler-762,Kepler Project Candidate (q1_q17_dr25_koi),1,0,
Kepler-762 b,Kepler-762,Published Confirmed,1,0,
Kepler-762 b,Kepler-762,Kepler Project Candidate (q1_q8_koi),1,0,
Kepler-762 b,Kepler-762,Kepler Project Candidate (q1_q16_koi),1,0,
Kepler-762 b,Kepler-762,Published Confirmed,1,0,
Kepler-762 b,Kepler-762,Kepler Project Candidate (q1_q17_dr25_sup_koi),1,0,
Kepler-762 b,Kepler-762,Published Confirmed,1,0,
Kepler-762 b,Kepler-762,Kepler Project Candidate (q1_q12_koi),1,0,
Kepler-762 b,Kepler-762,Published Confirmed,1,0,
Kepler-762 b,Kepler-762,TESS Project Candidate,1,0,
Kepler-762 b,Kepler-762,Kepler Project Candidate (q1_q17_dr24_koi),1,0,
Kepler-763 b,Kepler-763,Kepler Project Candidate (q1_q17_dr25_koi),1,0,
Kepler-763 b,Kepler-763,Published Confirmed,1,0,
Kepler-763 b,Kepler-763,Published Confirmed,1,0,
Kepler-763 b,Kepler-763,Published Confirmed,1,0,
Kepler-763 b,Kepler-763,Kepler Project Candidate (q1_q16_koi),1,0,
Kepler-763 b,Kepler-763,Kepler Project Candidate (q1_q8_koi),1,0,
Kepler-763 b,Kepler-763,Kepler Project Candidate (q1_q12_koi),1,0,
Kepler-763 b,Kepler-763,Kepler Project Candidate (q1_q17_dr24_koi),1,0,
Kepler-763 b,Kepler-763,Kepler Project Candidate (q1_q17_dr25_sup_koi),1,0,
Kepler-763 c,Kepler-763,Kepler Project Candidate (q1_q12_koi),1,0,
Kepler-763 c,Kepler-763,Kepler Project Candidate (q1_q8_koi),1,0,
Kepler-763 c,Kepler-763,Kepler Project Candidate (q1_q17_dr25_koi),1,0,
Kepler-763 c,Kepler-763,Kepler Project Candidate (q1_q17_dr25_sup_koi),1,0,
Kepler-763 c,Kepler-763,Kepler Project Candidate (q1_q17_dr24_koi),1,0,
Kepler-763 c,Kepler-763,Published Confirmed,1,0,
Kepler-763 c,Kepler-763,Kepler Project Candidate (q1_q16_koi),1,0,
Kepler-763 d,Kepler-763,Kepler Project Candidate (q1_q17_dr25_koi),1,0,
Kepler-763 d,Kepler-763,Kepler Project Candidate (q1_q17_dr25_sup_koi),1,0,
Kepler-763 d,Kepler-763,Kepler Project Candidate (q1_q17_dr24_koi),1,0,
Kepler-763 d,Kepler-763,Published Confirmed,1,0,
Kepler-763 d,Kepler-763,Kepler Project Candidate (q1_q8_koi),1,0,
Kepler-763 d,Kepler-763,Kepler Project Candidate (q1_q12_koi),1,0,
Kepler-763 d,Kepler-763,Kepler Project Candidate (q1_q16_koi),1,0,
Kepler-764 b,Kepler-764,Kepler Project Candidate (q1_q17_dr25_sup_koi),1,0,
Kepler-764 b,Kepler-764,Kepler Project Candidate (q1_q12_koi),1,0,
Kepler-764 b,Kepler-764,Kepler Project Candidate (q1_q16_koi),1,0,
Kepler-764 b,Kepler-764,Kepler Project Candidate (q1_q17_dr25_koi),1,0,
Kepler-764 b,Kepler-764,Kepler Project Candidate (q1_q17_dr24_koi),1,0,
Kepler-764 b,Kepler-764,Kepler Project Candidate (q1_q8_koi),1,0,
Kepler-764 b,Kepler-764,Published Confirmed,1,0,
Kepler-764 b,Kepler-764,Published Confirmed,1,0,
Kepler-764 b,Kepler-764,Published Confirmed,1,0,
Kepler-765 b,Kepler-765,Kepler Project Candidate (q1_q17_dr25_sup_koi),1,0,
Kepler-765 b,Kepler-765,Kepler Project Candidate (q1_q17_dr24_koi),1,0,
Kepler-765 b,Kepler-765,Published Confirmed,1,0,
Kepler-765 b,Kepler-765,Kepler Project Candidate (q1_q8_koi),1,0,
Kepler-765 b,Kepler-765,Kepler Project Candidate (q1_q16_koi),1,0,
Kepler-765 b,Kepler-765,Kepler Project Candidate (q1_q17_dr25_koi),1,0,
Kepler-765 b,Kepler-765,Published Confirmed,1,0,
Kepler-765 b,Kepler-765,Published Confirmed,1,0,
Kepler-765 b,Kepler-765,Kepler Project Candidate (q1_q12_koi),1,0,
Kepler-765 b,Kepler-765,Published Confirmed,1,0,
Kepler-766 b,Kepler-766,Published Confirmed,1,0,
Kepler-766 b,Kepler-766,Kepler Project Candidate (q1_q17_dr25_koi),1,0,
Kepler-766 b,Kepler-766,Kepler Project Candidate (q1_q8_koi),1,0,
Kepler-766 b,Kepler-766,Published Confirmed,1,0,
Kepler-766 b,Kepler-766,Kepler Project Candidate (q1_q17_dr24_koi),1,0,
Kepler-766 b,Kepler-766,Kepler Project Candidate (q1_q17_dr25_sup_koi),1,0,
Kepler-766 b,Kepler-766,Kepler Project Candidate (q1_q16_koi),1,0,
Kepler-766 b,Kepler-766,Kepler Project Candidate (q1_q12_koi),1,0,
Kepler-766 b,Kepler-766,Published Confirmed,1,0,
Kepler-767 b,Kepler-767,Kepler Project Candidate (q1_q12_koi),1,0,
Kepler-767 b,Kepler-767,Published Confirmed,1,0,
Kepler-767 b,Kepler-767,Published Confirmed,1,0,
Kepler-767 b,Kepler-767,Kepler Project Candidate (q1_q16_koi),1,0,
Kepler-767 b,Kepler-767,Kepler Project Candidate (q1_q8_koi),1,0,
Kepler-767 b,Kepler-767,Kepler Project Candidate (q1_q17_dr24_koi),1,0,
Kepler-767 b,Kepler-767,Published Confirmed,1,0,
Kepler-767 b,Kepler-767,Kepler Project Candidate (q1_q17_dr25_koi),1,0,
Kepler-767 b,Kepler-767,Kepler Project Candidate (q1_q17_dr25_sup_koi),1,0,
Kepler-768 b,Kepler-768,Published Confirmed,1,0,
Kepler-768 b,Kepler-768,Kepler Project Candidate (q1_q17_dr25_sup_koi),1,0,
Kepler-768 b,Kepler-768,Kepler Project Candidate (q1_q16_koi),1,0,
Kepler-768 b,Kepler-768,Published Confirmed,1,0,
Kepler-768 b,Kepler-768,Published Confirmed,1,0,
Kepler-768 b,Kepler-768,Kepler Project Candidate (q1_q12_koi),1,0,
Kepler-768 b,Kepler-768,Kepler Project Candidate (q1_q8_koi),1,0,
Kepler-768 b,Kepler-768,Kepler Project Candidate (q1_q17_dr25_koi),1,0,
Kepler-768 b,Kepler-768,Kepler Project Candidate (q1_q17_dr24_koi),1,0,
Kepler-769 b,Kepler-769,Published Confirmed,1,0,
Kepler-769 b,Kepler-769,Published Confirmed,1,0,
Kepler-769 b,Kepler-769,Kepler Project Candidate (q1_q12_koi),1,0,
Kepler-769 b,Kepler-769,Kepler Project Candidate (q1_q17_dr25_koi),1,0,
Kepler-769 b,Kepler-769,Published Confirmed,1,0,
Kepler-769 b,Kepler-769,Kepler Project Candidate (q1_q8_koi),1,0,
Kepler-769 b,Kepler-769,Kepler Project Candidate (q1_q16_koi),1,0,
Kepler-769 b,Kepler-769,Kepler Project Candidate (q1_q17_dr24_koi),1,0,
Kepler-769 b,Kepler-769,Kepler Project Candidate (q1_q17_dr25_sup_koi),1,0,
Kepler-769 b,Kepler-769,Published Confirmed,1,0,
Kepler-769 c,Kepler-769,Kepler Project Candidate (q1_q17_dr24_koi),1,0,
Kepler-769 c,Kepler-769,Kepler Project Candidate (q1_q17_dr25_koi),1,0,
Kepler-769 c,Kepler-769,Published Confirmed,1,0,
Kepler-769 c,Kepler-769,Kepler Project Candidate (q1_q8_koi),1,0,
Kepler-769 c,Kepler-769,Kepler Project Candidate (q1_q16_koi),1,0,
Kepler-769 c,Kepler-769,Published Confirmed,1,0,
Kepler-769 c,Kepler-769,Kepler Project Candidate (q1_q17_dr25_sup_koi),1,0,
Kepler-769 c,Kepler-769,Published Confirmed,1,0,
Kepler-769 c,Kepler-769,Kepler Project Candidate (q1_q12_koi),1,0,
Kepler-77 b,Kepler-77,Published Confirmed,1,0,
Kepler-77 b,Kepler-77,Kepler Project Candidate (q1_q17_dr24_koi),1,0,
Kepler-77 b,Kepler-77,TESS Project Candidate,1,0,
Kepler-77 b,Kepler-77,Published Confirmed,1,0,
Kepler-77 b,Kepler-77,Kepler Project Candidate (q1_q17_dr25_sup_koi),1,0,
Kepler-77 b,Kepler-77,Kepler Project Candidate (q1_q16_koi),1,0,
Kepler-77 b,Kepler-77,Kepler Project Candidate (q1_q17_dr25_koi),1,0,
Kepler-77 b,Kepler-77,Published Confirmed,1,0,
Kepler-77 b,Kepler-77,Kepler Project Candidate (q1_q8_koi),1,0,
Kepler-77 b,Kepler-77,Published Confirmed,1,0,
Kepler-77 b,Kepler-77,Kepler Project Candidate (q1_q12_koi),1,0,
Kepler-77 b,Kepler-77,Published Confirmed,1,0,G5 V
Kepler-77 b,Kepler-77,Published Confirmed,1,0,
Kepler-77 b,Kepler-77,Published Confirmed,1,0,
Kepler-77 b,Kepler-77,Published Candidate,1,0,
Kepler-770 b,Kepler-770,Kepler Project Candidate (q1_q16_koi),1,0,
Kepler-770 b,Kepler-770,Kepler Project Candidate (q1_q12_koi),1,0,
Kepler-770 b,Kepler-770,Kepler Project Candidate (q1_q17_dr24_koi),1,0,
Kepler-770 b,Kepler-770,Published Confirmed,1,0,
Kepler-770 b,Kepler-770,Published Confirmed,1,0,
Kepler-770 b,Kepler-770,Published Confirmed,1,0,
Kepler-770 b,Kepler-770,Kepler Project Candidate (q1_q8_koi),1,0,
Kepler-770 b,Kepler-770,Published Confirmed,1,0,
Kepler-770 b,Kepler-770,Kepler Project Candidate (q1_q17_dr25_koi),1,0,
Kepler-770 b,Kepler-770,Kepler Project Candidate (q1_q17_dr25_sup_koi),1,0,
Kepler-770 c,Kepler-770,Kepler Project Candidate (q1_q17_dr25_sup_koi),1,0,
Kepler-770 c,Kepler-770,Kepler Project Candidate (q1_q12_koi),1,0,
Kepler-770 c,Kepler-770,Published Confirmed,1,0,
Kepler-770 c,Kepler-770,Kepler Project Candidate (q1_q17_dr25_koi),1,0,
Kepler-770 c,Kepler-770,Kepler Project Candidate (q1_q8_koi),1,0,
Kepler-770 c,Kepler-770,Published Confirmed,1,0,
Kepler-770 c,Kepler-770,Published Confirmed,1,0,
Kepler-770 c,Kepler-770,Kepler Project Candidate (q1_q16_koi),1,0,
Kepler-770 c,Kepler-770,Kepler Project Candidate (q1_q17_dr24_koi),1,0,
Kepler-770 d,Kepler-770,Kepler Project Candidate (q1_q17_dr24_koi),1,0,
Kepler-770 d,Kepler-770,Kepler Project Candidate (q1_q8_koi),1,0,
Kepler-770 d,Kepler-770,Kepler Project Candidate (q1_q16_koi),1,0,
Kepler-770 d,Kepler-770,Published Confirmed,1,0,
Kepler-770 d,Kepler-770,Published Confirmed,1,0,
Kepler-770 d,Kepler-770,Kepler Project Candidate (q1_q12_koi),1,0,
Kepler-770 d,Kepler-770,Kepler Project Candidate (q1_q17_dr25_koi),1,0,
Kepler-770 d,Kepler-770,Kepler Project Candidate (q1_q17_dr25_sup_koi),1,0,
Kepler-770 d,Kepler-770,Published Confirmed,1,0,
Kepler-771 b,Kepler-771,Kepler Project Candidate (q1_q8_koi),1,0,
Kepler-771 b,Kepler-771,Published Confirmed,1,0,
Kepler-771 b,Kepler-771,Kepler Project Candidate (q1_q12_koi),1,0,
Kepler-771 b,Kepler-771,Published Confirmed,1,0,
Kepler-771 b,Kepler-771,Published Confirmed,1,0,
Kepler-771 b,Kepler-771,Kepler Project Candidate (q1_q17_dr24_koi),1,0,
Kepler-771 b,Kepler-771,Kepler Project Candidate (q1_q16_koi),1,0,
Kepler-771 b,Kepler-771,Kepler Project Candidate (q1_q17_dr25_koi),1,0,
Kepler-771 b,Kepler-771,Kepler Project Candidate (q1_q17_dr25_sup_koi),1,0,
Kepler-772 b,Kepler-772,Kepler Project Candidate (q1_q12_koi),1,0,
Kepler-772 b,Kepler-772,Published Candidate,1,0,
Kepler-772 b,Kepler-772,Kepler Project Candidate (q1_q16_koi),1,0,
Kepler-772 b,Kepler-772,Published Confirmed,1,0,
Kepler-772 b,Kepler-772,Published Confirmed,1,0,
Kepler-772 b,Kepler-772,Published Confirmed,1,0,
Kepler-772 b,Kepler-772,Kepler Project Candidate (q1_q17_dr25_koi),1,0,
Kepler-772 b,Kepler-772,Published Confirmed,1,0,
Kepler-772 b,Kepler-772,Kepler Project Candidate (q1_q17_dr24_koi),1,0,
Kepler-772 b,Kepler-772,Kepler Project Candidate (q1_q8_koi),1,0,
Kepler-772 b,Kepler-772,Kepler Project Candidate (q1_q17_dr25_sup_koi),1,0,
Kepler-773 b,Kepler-773,Published Confirmed,1,0,
Kepler-773 b,Kepler-773,Published Confirmed,1,0,
Kepler-773 b,Kepler-773,Kepler Project Candidate (q1_q8_koi),1,0,
Kepler-773 b,Kepler-773,Published Confirmed,1,0,
Kepler-773 b,Kepler-773,Kepler Project Candidate (q1_q17_dr24_koi),1,0,
Kepler-773 b,Kepler-773,Kepler Project Candidate (q1_q17_dr25_koi),1,0,
Kepler-773 b,Kepler-773,Kepler Project Candidate (q1_q17_dr25_sup_koi),1,0,
Kepler-773 b,Kepler-773,Published Candidate,1,0,
Kepler-773 b,Kepler-773,Kepler Project Candidate (q1_q12_koi),1,0,
Kepler-773 b,Kepler-773,Published Confirmed,1,0,
Kepler-773 b,Kepler-773,Kepler Project Candidate (q1_q16_koi),1,0,
Kepler-774 b,Kepler-774,Published Confirmed,1,0,
Kepler-774 b,Kepler-774,Kepler Project Candidate (q1_q8_koi),1,0,
Kepler-774 b,Kepler-774,Kepler Project Candidate (q1_q17_dr25_koi),1,0,
Kepler-774 b,Kepler-774,Kepler Project Candidate (q1_q16_koi),1,0,
Kepler-774 b,Kepler-774,Kepler Project Candidate (q1_q17_dr24_koi),1,0,
Kepler-774 b,Kepler-774,Published Confirmed,1,0,
Kepler-774 b,Kepler-774,Published Candidate,1,0,
Kepler-774 b,Kepler-774,Published Confirmed,1,0,
Kepler-774 b,Kepler-774,Kepler Project Candidate (q1_q17_dr25_sup_koi),1,0,
Kepler-774 b,Kepler-774,Published Confirmed,1,0,
Kepler-774 b,Kepler-774,Kepler Project Candidate (q1_q12_koi),1,0,
Kepler-775 b,Kepler-775,Kepler Project Candidate (q1_q17_dr24_koi),1,0,
Kepler-775 b,Kepler-775,Kepler Project Candidate (q1_q8_koi),1,0,
Kepler-775 b,Kepler-775,Published Confirmed,1,0,
Kepler-775 b,Kepler-775,Kepler Project Candidate (q1_q17_dr25_koi),1,0,
Kepler-775 b,Kepler-775,Published Confirmed,1,0,
Kepler-775 b,Kepler-775,Published Confirmed,1,0,
Kepler-775 b,Kepler-775,Kepler Project Candidate (q1_q16_koi),1,0,
Kepler-775 b,Kepler-775,Published Confirmed,1,0,
Kepler-775 b,Kepler-775,Kepler Project Candidate (q1_q17_dr25_sup_koi),1,0,
Kepler-775 b,Kepler-775,Published Candidate,1,0,
Kepler-775 b,Kepler-775,Kepler Project Candidate (q1_q12_koi),1,0,
Kepler-776 b,Kepler-776,Kepler Project Candidate (q1_q12_koi),1,0,
Kepler-776 b,Kepler-776,Kepler Project Candidate (q1_q8_koi),1,0,
Kepler-776 b,Kepler-776,Published Confirmed,1,0,
Kepler-776 b,Kepler-776,Kepler Project Candidate (q1_q16_koi),1,0,
Kepler-776 b,Kepler-776,Published Confirmed,1,0,
Kepler-776 b,Kepler-776,Kepler Project Candidate (q1_q17_dr25_sup_koi),1,0,
Kepler-776 b,Kepler-776,Kepler Project Candidate (q1_q17_dr25_koi),1,0,
Kepler-776 b,Kepler-776,Kepler Project Candidate (q1_q17_dr24_koi),1,0,
Kepler-776 b,Kepler-776,Published Confirmed,1,0,
Kepler-777 b,Kepler-777,Kepler Project Candidate (q1_q12_koi),1,0,
Kepler-777 b,Kepler-777,Kepler Project Candidate (q1_q16_koi),1,0,
Kepler-777 b,Kepler-777,Kepler Project Candidate (q1_q17_dr24_koi),1,0,
Kepler-777 b,Kepler-777,Kepler Project Candidate (q1_q8_koi),1,0,
Kepler-777 b,Kepler-777,Kepler Project Candidate (q1_q17_dr25_koi),1,0,
Kepler-777 b,Kepler-777,Kepler Project Candidate (q1_q17_dr25_sup_koi),1,0,
Kepler-777 b,Kepler-777,Published Confirmed,1,0,
Kepler-777 b,Kepler-777,Published Confirmed,1,0,
Kepler-777 b,Kepler-777,Published Confirmed,1,0,
Kepler-777 b,Kepler-777,Published Confirmed,1,0,
Kepler-778 b,Kepler-778,Kepler Project Candidate (q1_q17_dr25_sup_koi),1,0,
Kepler-778 b,Kepler-778,Kepler Project Candidate (q1_q17_dr25_koi),1,0,
Kepler-778 b,Kepler-778,Kepler Project Candidate (q1_q17_dr24_koi),1,0,
Kepler-778 b,Kepler-778,Kepler Project Candidate (q1_q12_koi),1,0,
Kepler-778 b,Kepler-778,Kepler Project Candidate (q1_q8_koi),1,0,
Kepler-778 b,Kepler-778,Published Confirmed,1,0,
Kepler-778 b,Kepler-778,Published Confirmed,1,0,
Kepler-778 b,Kepler-778,Kepler Project Candidate (q1_q16_koi),1,0,
Kepler-778 b,Kepler-778,Published Confirmed,1,0,
Kepler-779 b,Kepler-779,Kepler Project Candidate (q1_q12_koi),2,0,
Kepler-779 b,Kepler-779,Kepler Project Candidate (q1_q17_dr25_sup_koi),2,0,
Kepler-779 b,Kepler-779,Kepler Project Candidate (q1_q8_koi),2,0,
Kepler-779 b,Kepler-779,Published Confirmed,2,0,
Kepler-779 b,Kepler-779,Published Confirmed,2,0,
Kepler-779 b,Kepler-779,Kepler Project Candidate (q1_q17_dr25_koi),2,0,
Kepler-779 b,Kepler-779,Kepler Project Candidate (q1_q17_dr24_koi),2,0,
Kepler-779 b,Kepler-779,Published Confirmed,2,0,
Kepler-779 b,Kepler-779,Kepler Project Candidate (q1_q16_koi),2,0,
Kepler-78 b,Kepler-78,Published Confirmed,2,0,
Kepler-78 b,Kepler-78,Published Confirmed,2,0,
Kepler-78 b,Kepler-78,Published Confirmed,2,0,
Kepler-78 b,Kepler-78,Published Confirmed,2,0,G
Kepler-78 b,Kepler-78,Published Confirmed,2,0,
Kepler-78 b,Kepler-78,Published Confirmed,2,0,
Kepler-78 b,Kepler-78,Published Confirmed,2,0,
Kepler-78 b,Kepler-78,Published Confirmed,2,0,
Kepler-780 b,Kepler-780,Kepler Project Candidate (q1_q17_dr25_sup_koi),1,0,
Kepler-780 b,Kepler-780,Kepler Project Candidate (q1_q17_dr24_koi),1,0,
Kepler-780 b,Kepler-780,Published Confirmed,1,0,
Kepler-780 b,Kepler-780,Kepler Project Candidate (q1_q12_koi),1,0,
Kepler-780 b,Kepler-780,Kepler Project Candidate (q1_q16_koi),1,0,
Kepler-780 b,Kepler-780,Kepler Project Candidate (q1_q17_dr25_koi),1,0,
Kepler-780 b,Kepler-780,Published Confirmed,1,0,
Kepler-780 b,Kepler-780,Kepler Project Candidate (q1_q8_koi),1,0,
Kepler-781 b,Kepler-781,Published Confirmed,1,0,
Kepler-781 b,Kepler-781,Kepler Project Candidate (q1_q12_koi),1,0,
Kepler-781 b,Kepler-781,Published Confirmed,1,0,
Kepler-781 b,Kepler-781,Kepler Project Candidate (q1_q16_koi),1,0,
